note_id,type,title,desc,video_url,time,last_update_time,user_id,nickname,avatar,liked_count,collected_count,comment_count,share_count,ip_location,image_list,tag_list,last_modify_ts,note_url,source_keyword
6551c85a000000000f024841,video,AI预测2023英雄联盟总决赛冠军,AI预测2023英雄联盟总决赛冠军，你觉得AI预测的准吗？#AI[话题]# #英雄联盟世界赛[话题]# #WBG加油[话题]# #ai对话[话题]# #LOL英雄联盟[话题]# #LPL[话题]# #LOL[话题]#,http://sns-video-bd.xhscdn.com/1040g00g30rdhrk14ha6g5p68lrcjkq90825ipn0,1699858522000,1699858522000,64c8aed9000000000e026920,艾游AI技术,https://sns-avatar-qc.xhscdn.com/avatar/64facf584b7f7b0001dda0f1.jpg,4,1,6,2,,http://sns-webpic-qc.xhscdn.com/202410071611/7aa6923e05b16fa0f78786c02258590e/1040g2sg30rdhu53hhc605p68lrcjkq90p6jcbn0!nd_dft_wlteh_webp_3,"AI,英雄联盟世界赛,WBG加油,ai对话,LOL英雄联盟,LPL,LOL",1728288712445,https://www.xiaohongshu.com/explore/6551c85a000000000f024841?xsec_token=ABuxR60LEQGxgCy6myq-oqQ6A6Jdk6l1bU1EIGeVNIm14=&xsec_source=pc_search,英雄联盟世界赛数据分析-ai
66e256ba000000000c019b7a,normal,当电竞进入“AI时代”,"在2022年英雄联盟LCK联赛春季赛季后赛中，Team Liquid以0:3的成绩意外的输给了Evil Geniuses，从而无缘2022年全球总决赛。
	
比赛失利的很大原因，是因为Evil Geniuses在BP阶段（游戏角色选择）做出了Team Liquid完全没预料到的动作，Team Liquid无法从对方的阵容中读懂对手的策略和意图。
	
此前，Team Liquid的战队教练都是手动准备阵容和战术，《英雄联盟》中有168个英雄，尽管比赛期间会进入“特定比赛模式”——也就是越重要的比赛选择的阵容就越稳妥、保守，但这对教练组来说都不是一件容易的事。
	
尽管大多数战队仍在用人工做赛前准备、分析工作。
	
在输给Evil Geniuses后，Team Liquid意识到数据分析在比赛中的重要性，并与SAP达成合作，使用 SAP AI Core 训练 AI 模型以实现流程自动化。
	
Team Liquid在SAP业务技术平台（SAP BTP）上构建了解决方案，并在SAP HANA云中存储了1.6 TB的过往比赛数据。
	
AI会提供最佳选秀和禁选建议，以优化获胜机会，并且在选秀期间，它会将预测可视化，并在每次选秀和禁赛后提供当前的获胜概率。",,1726109370000,1726109370000,6655e8ad0000000003031919,上海字符无限科技,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31545kllg146g5pilt2mgu68p2q0nujo,0,0,1,0,上海,http://sns-webpic-qc.xhscdn.com/202410071611/a639b0fca57e501e495d0a0bb604bbf6/spectrum/1040g34o317kn9ng1gq0g5pilt2mgu68pso4cul0!nd_dft_wgth_webp_3,,1728288712448,https://www.xiaohongshu.com/explore/66e256ba000000000c019b7a?xsec_token=ABqqHnxlLA_PQ8FQLu6sCTul1L_1xLFHrK0ypEyxzaRJY=&xsec_source=pc_search,英雄联盟世界赛数据分析-ai
64ad23790000000010028ce5,normal,玩游戏必看的26个网站，你一定要知道！,"超级全的26个游戏数据网站，记得收藏哦[哇R][哇R]
	
🌈王者荣耀
	
✨pvp.qq.com：
王者荣耀官网不仅可以查询个人历史战绩、个人比赛详细数据，英雄使用情况等，而且拥有最全面的英雄资料、攻略中心、赛事数据等内容。
	
✨datamore.qq.com：
王者荣耀赛事数据平台是一个提供赛事数据分析的网站，可以查看选手、战队、赛事、英雄的数据和排名等最新数据。
	
🌈英雄联盟
	
✨OPGG：
OPGG不仅可以提供英雄联盟各个服务器的数据统计和观战服务，也可以查询玩家的战绩、段位、排名、英雄池等。
	
✨League Of Graphs：
这是一个提供英雄联盟英雄与玩家数据及排名的网站，同时这个网站也支持实施观战，opgg看不了的同学可以来看这个哦~
	
✨League of Legends Wiki：
英雄联盟维基百科，英雄、物品介绍非常全面。所有英雄的技能精确数据、价格、背景故事、皮肤、彩蛋、语音和玩法都可以在这里找到。
	
✨Mobafire：
这是一个比较不错的攻略网站，里面有很多玩家写的攻略，推荐学习英文和英雄的玩家选择这里。
	
🌈无畏契约
	
✨Valorant Tracker：
这是一个在游戏中实时跟踪你的Valorant数据的网站，你可以查看你的排名、进度、比赛历史等等。
✨无畏契约官方网站:
作为国服官网，你可以在这里查看无畏契约的英雄、枪械、地图等游戏资料，了解每个英雄的技能、每种枪械的性能、每张地图的特点等等。
	
🌈CS：GO
	
✨CS:GO Stats：
这是一个自动跟踪你的CS:GO竞技数据和比赛历史的网站，可以查看你的详细数据和图表。
	
✨CSGO官方数据库：
一个基于完美世界CSGO国服官网提供的数据库，你可以在这里查询到国服和国际服的各种数据。
	
🌈绝地求生
	
✨pubg8x：
这是一个专注于绝地求生的电竞媒体网站，你可以在这里查看绝地求生的战队排行榜等内容，还可以使用PUBG全息地图和吃鸡模拟器等工具。
#王者荣耀[话题]# #LOL英雄联盟[话题]# #游戏网站[话题]# #网站推荐[话题]# #无畏契约[话题]# #绝地求生[话题]# #游戏[话题]# #解说[话题]# #电竞[话题]# #游戏[话题]# #单机游戏[话题]# #LPL[话题]# #电竞[话题]# #网站推荐[话题]# #不懂就问有问必答[话题]#",,1689068409000,1689138592000,64917922000000001001ee96,竞麦教育电竞解说主持咨询,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30mpasf1l4a005p4hf4h43rkmjou4nn0,306,206,4,15,,"http://sns-webpic-qc.xhscdn.com/202410071611/2e593d09b5df5df697971e8888524918/1000g0082pj39gpejq0005p4hf4h43rkm3k6h478!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410071611/8253cbdcdcd13723aad0c1b1dd4df02e/1000g0082pj39gpejq00g5p4hf4h43rkmds79df8!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410071611/2ba4610bfb8b34f9ae7c52d8eae45b3f/1000g0082pj39gpejq0105p4hf4h43rkm5vqsiu0!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410071611/4d47a5446e99a322f3cf322c179ee7cd/1000g0082pj39gpejq01g5p4hf4h43rkm628vl18!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410071611/e9b08ab6cc39ad86bbf192b8564e0d24/1000g0082pj39gpejq0205p4hf4h43rkm4g4sld8!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410071611/f3303afbec47accf47c6589854a08164/1000g0082pj39gpejq02g5p4hf4h43rkmj9hnsag!nd_dft_wlteh_webp_3","王者荣耀,LOL英雄联盟,游戏网站,网站推荐,无畏契约,绝地求生,游戏,解说,电竞,单机游戏,LPL,不懂就问有问必答",1728288712464,https://www.xiaohongshu.com/explore/64ad23790000000010028ce5?xsec_token=AByLhuO1frIOEumPQcc-Dyovh4NiK4kY1dlaXjEm3IzU0=&xsec_source=pc_search,英雄联盟世界赛数据分析-ai
66f665f1000000001b022d27,normal,S14世界赛参赛队伍历届世界赛成绩统计,你更看好今年哪队获得S14全球总决赛冠军？#虎扑电竞[话题]# #LPL[话题]# #英雄联盟[话题]# #lol[话题]# #jackeylove[话题]# #blg[话题]# #tes[话题]# #knight[话题]# #t1[话题]# #faker[话题]#,,1727423985000,1727423986000,639aee72000000002801a9af,虎扑电竞,https://sns-avatar-qc.xhscdn.com/avatar/64191e7d1633662142ff2164.jpg,118,29,93,28,湖北,"http://sns-webpic-qc.xhscdn.com/202410071611/4eb72c5a51cefcb30048f047a3ada75d/1040g0083188a5svrgq005osqtppa3adffnohaag!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410071611/61c443d0f829ec68495fb88fcc4b2a8a/1040g0083188a5svrgq0g5osqtppa3adftcnva90!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410071611/cba623e5b794235e042b3b12733ac6ef/1040g0083188a5svrgq105osqtppa3adfo8l0lho!nd_dft_wgth_webp_3","虎扑电竞,LPL,英雄联盟,lol,jackeylove,blg,tes,knight,t1,faker",1728288712479,https://www.xiaohongshu.com/explore/66f665f1000000001b022d27?xsec_token=AB0h4zQ0P1rhPygRgTYhhyvS8hHrwPkYgB8Vp4cfzcevE=&xsec_source=pc_search,英雄联盟世界赛数据分析-ai
66f16d03000000001902e7f5,normal,世界赛正赛单场最短时间排行：DWG 19：03第一,外媒数据统计网站统计了世界赛单场最短时间排行前五，具体如上#虎扑电竞[话题]# #LPL[话题]# #英雄联盟[话题]# #lol[话题]# #jackeylove[话题]# #ig[话题]# #edg[话题]# #tes[话题]# #knight[话题]# #t1[话题]#,,1727098116000,1727098116000,639aee72000000002801a9af,虎扑电竞,https://sns-avatar-qc.xhscdn.com/avatar/64191e7d1633662142ff2164.jpg,83,9,157,3,湖北,"http://sns-webpic-qc.xhscdn.com/202410071611/9e2c4ecdb564f6927b3f3ed45deff295/1040g2sg3183elape0o205osqtppa3adf6gkpme0!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410071611/39b090c46322c261182c0819d852d7b4/1040g2sg3183elape0o2g5osqtppa3adfn1p9lv8!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410071611/393e7f4356de468a16ce97e79399bc2b/1040g2sg3183elape0o305osqtppa3adf9tl8fk0!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410071611/0177189f3708e14afad1f08af8066e41/1040g2sg3183elape0o3g5osqtppa3adf2av086o!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410071611/8eda8fde9e58620dbfe17ead2e7d372b/1040g2sg3183elape0o405osqtppa3adfhtr82ag!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410071611/4d8f0002352cd4f57cdde310b30b03fd/1040g2sg3183elape0o4g5osqtppa3adfd2sgcpg!nd_dft_wlteh_webp_3","虎扑电竞,LPL,英雄联盟,lol,jackeylove,ig,edg,tes,knight,t1",1728288712492,https://www.xiaohongshu.com/explore/66f16d03000000001902e7f5?xsec_token=ABmrbvII1fqdKZWL4KylZjfg4x7utyAlBUwVmKbu0f6sI=&xsec_source=pc_search,英雄联盟世界赛数据分析-ai
66d813850000000012013a8f,normal,S14世界赛版本详细改动：阿狸加强，沙皇削弱,如何评价本次版本改动？#虎扑电竞[话题]# #英雄联盟[话题]# #LPL[话题]# #lol[话题]# #jackeylove[话题]# #blg[话题]# #t1[话题]# #faker[话题]# #theshy[话题]# #uzi[话题]#,,1725436805000,1725436805000,639aee72000000002801a9af,虎扑电竞,https://sns-avatar-qc.xhscdn.com/avatar/64191e7d1633662142ff2164.jpg,50,9,69,64,,"http://sns-webpic-qc.xhscdn.com/202410071611/4c741c424f8b3ff5747fbc03da410199/1040g008317amc8ofgo4g5osqtppa3adf5jah1n8!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410071611/0e0be6338ac7a7b16fd14151cbf779d9/1040g008317amc8ofgo505osqtppa3adfg239qmg!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410071611/6a49e95c54e2eca3d1624907a6661545/1040g008317amc8ofgo5g5osqtppa3adf03n3bd0!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410071611/d9e754964eb8ce660f63d083d8a9f62c/1040g008317amc8ofgo605osqtppa3adfifruf9o!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410071611/692d7258ef9d44635c3358d4b9128cbf/1040g008317amc8ofgo6g5osqtppa3adfegtaqf8!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410071611/85819d9b305c036387cdff29655b1617/1040g2sg317amk02ags005osqtppa3adfimdlub0!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410071611/5634ad01dc57112973a99ae13bbf163c/1040g2sg317amk02ags0g5osqtppa3adfnsimicg!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410071611/7078a2de0ef8ae5235d358cc4cf0d907/1040g2sg317amk02ags105osqtppa3adflrg3ta0!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410071611/4dd35d9e28f239d3da8df5414caa54e5/1040g2sg317amk02ags1g5osqtppa3adf9ok6hto!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410071611/b21734c9fa4b87509e43e47667fc1e17/1040g2sg317amk02ags205osqtppa3adfoqni8kg!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410071611/55d8f0cd5dcc6fb013cd7bdbf45d2d21/1040g2sg317amk02ags2g5osqtppa3adf3p6ee00!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410071611/25b2f09c96cc5ca243c4287870d9ec27/1040g2sg317amk02ags305osqtppa3adfe09a8p0!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410071611/f7b5d8ba4e18b37a5fe4d3d050684896/1040g2sg317amk02ags3g5osqtppa3adfds9sji8!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410071611/53b89d0bbc2b4f5ee662ae36a245e62f/1040g2sg317amk02ags405osqtppa3adfg7prmf8!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410071611/8a4b146eaeba5e7f34a79d4a981a4ce5/1040g2sg317amk02ags4g5osqtppa3adfj8jonio!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410071611/0a35d68bd9dc50d3b50f15bb2eecc8dd/1040g2sg317amk02ags505osqtppa3adf58f6gkg!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410071611/a109c25db939a9d5e9c01350d79e3e41/1040g2sg317amk02ags5g5osqtppa3adf419khc0!nd_dft_wlteh_webp_3","虎扑电竞,英雄联盟,LPL,lol,jackeylove,blg,t1,faker,theshy,uzi",1728288712505,https://www.xiaohongshu.com/explore/66d813850000000012013a8f?xsec_token=ABofF1TDdVTI0w6xTdNIbFuCKqxImkMq4psLIGRId8zAY=&xsec_source=pc_search,英雄联盟世界赛数据分析-ai
66d7fbfb000000000c018d6e,video,14.18[世界赛版本]改动介绍:30位英雄改动!,#英雄联盟[话题]#  #LOL[话题]#,http://sns-video-bd.xhscdn.com/spectrum/1040g0jg317ajdjqt0s005p2j5j7ah2sq1b5tp8o,1725430779000,1725430780000,64532cce000000002a008b9a,LOL小绿毛资讯,https://sns-avatar-qc.xhscdn.com/avatar/64e06c12fb1b7c3facab810f.jpg,38,3,16,31,,http://sns-webpic-qc.xhscdn.com/202410071611/70723211d8d5dc05fc4a49a0548c54eb/spectrum/1040g34o317ajo1mf0s0g5p2j5j7ah2sqd82ust0!nd_dft_wgth_webp_3,"英雄联盟,LOL",1728288712519,https://www.xiaohongshu.com/explore/66d7fbfb000000000c018d6e?xsec_token=AB3dZW5A2ABp4qPM80Zg5a8zKV7kauq1rdcX-ql4xTByo=&xsec_source=pc_search,英雄联盟世界赛数据分析-ai
653a9594000000001e00df54,normal,我关于S13八强预测的理解,"#S13八强预测[话题]# #LOL[话题]# #英雄联盟[话题]##电子竞技[话题]# #LPL[话题]# #英雄联盟世界赛[话题]#
就目前这个世界赛版本打到目前为止的发挥来看，JDG和GEN已经占据了两个八强席位了，我比较确定的剩下六个席位中的五个，分别是LNG，KT，T1，BLG和G2，最后一张门票在DK和WBG之间产生，个人更倾向于WBG，感觉两队都有比较不稳定的点，一边是canna，另一边我就不多说了，但是我觉得今年又是lpl特别有希望的一年，综合赛区实力的考量以及WBG的世界赛发挥，我更看好WBG走进八强！#下列三支战队哪支无法进入八强？ [投票]#",,1698338196000,1698338197000,61971661000000001000e9ff,第二炉香,https://sns-avatar-qc.xhscdn.com/avatar/642820f29af73b9b105e2894.jpg,35,2,60,1,,"http://sns-webpic-qc.xhscdn.com/202410071611/ba20d0dc80ed57300dc13f2bf596ab10/1040g2sg30qmt03t9go6g5ocn2pgk1qfvpmrnlfo!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410071611/b5a389170b1b066565f9f28b3c2639e2/1040g2sg30qmt03t9go605ocn2pgk1qfvasth2ug!nd_dft_wgth_webp_3,http://sns-webpic-qc.xhscdn.com/202410071611/89e91463a024609d6372b2ced09423e5/1040g2sg30qmt03t9go5g5ocn2pgk1qfv45mgdfg!nd_dft_wlteh_webp_3","LOL,电子竞技,LPL,英雄联盟世界赛,英雄联盟,S13八强预测",1728288712532,https://www.xiaohongshu.com/explore/653a9594000000001e00df54?xsec_token=ABFt1Fr7d8J29QMyaZX_evnn9HfNlS0CE3f4Rsbrq_eO4=&xsec_source=pc_search,英雄联盟世界赛数据分析-ai
66e79a3f000000000c019025,normal,外媒世界赛最新预测排名，你认为合理吗？,十年磨一剑，今朝展锋芒！被一致看好的BLG能否于今年实现全华班夺冠的梦想？#虎扑电竞[话题]# #英雄联盟[话题]# #LPL[话题]# #lol[话题]# #jackeylove[话题]# #blg[话题]# #tes[话题]# #knight[话题]# #t1[话题]# #faker[话题]#,,1726454335000,1726454336000,639aee72000000002801a9af,虎扑电竞,https://sns-avatar-qc.xhscdn.com/avatar/64191e7d1633662142ff2164.jpg,30,2,89,2,湖北,http://sns-webpic-qc.xhscdn.com/202410071611/a1e4c626ce2c1579a74cfe99fd93763e/1040g2sg317prqbf4jk705osqtppa3adfvt79jro!nd_dft_wlteh_webp_3,"虎扑电竞,英雄联盟,LPL,lol,jackeylove,blg,tes,knight,t1,faker",1728288712547,https://www.xiaohongshu.com/explore/66e79a3f000000000c019025?xsec_token=ABYAeTzKthsRmRDKEc6epI1TL7uSpm15RUUN2zVlVj5hc=&xsec_source=pc_search,英雄联盟世界赛数据分析-ai
66e2e72c000000000c01a0e9,normal,创造历史！DK连续六年进入世界赛！,创造历史！DK成为LCK历史首支连续六年进入全球总决赛的队伍#虎扑电竞[话题]# #英雄联盟[话题]# #LPL[话题]# #lol[话题]# #jackeylove[话题]# #blg[话题]# #tes[话题]# #knight[话题]# #dk[话题]# #faker[话题]#,,1726146348000,1726146348000,639aee72000000002801a9af,虎扑电竞,https://sns-avatar-qc.xhscdn.com/avatar/64191e7d1633662142ff2164.jpg,31,3,17,6,湖北,"http://sns-webpic-qc.xhscdn.com/202410071611/b3a16eee0f9e32cdd1b9a7d48e911b00/1040g2sg317l8upufgo705osqtppa3adfh8v4j8g!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410071611/6451cd17db1a1129a358eab4a66bdd8f/1040g2sg317l8upufgo7g5osqtppa3adfb2ktct8!nd_dft_wgth_webp_3,http://sns-webpic-qc.xhscdn.com/202410071611/21eb550b704326b882daca1a59c2d03a/1040g2sg317l8upufgo805osqtppa3adf22pjjg0!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410071611/dfed4d5a732f5b9a0f3e799d704ad71b/1040g2sg317l8upufgo8g5osqtppa3adfq00kdog!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410071611/9665f47aa91d4d54dc67389a44600cb5/1040g2sg317l8upufgo905osqtppa3adfqm6h830!nd_dft_wlteh_webp_3","虎扑电竞,英雄联盟,LPL,lol,jackeylove,blg,tes,knight,dk,faker",1728288712559,https://www.xiaohongshu.com/explore/66e2e72c000000000c01a0e9?xsec_token=ABqqHnxlLA_PQ8FQLu6sCTutp1Nuh5hpl57zERoY_XYQU=&xsec_source=pc_search,英雄联盟世界赛数据分析-ai
