note_id,type,title,desc,video_url,time,last_update_time,user_id,nickname,avatar,liked_count,collected_count,comment_count,share_count,ip_location,image_list,tag_list,last_modify_ts,note_url,source_keyword
658fb37000000000130371ea,video,80年的减脂餐,#Chat_GPT[话题]# #AI人工智能[话题]# #AI[话题]# #减肥食谱分享[话题]# #Ai绘画[话题]#,http://sns-video-bd.xhscdn.com/pre_post/1040g0cg30ta0ru72js005oteruopif72ephvrt8,1703916400000,1703916401000,63aedfb10000000026013ce2,Ai新机遇,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo314kg973am8005oteruopif72du0nvvo,2.5万,2115,147,299,,http://sns-webpic-qc.xhscdn.com/202410082148/49fdab67f5fd778321ea11f9774f8624/1040g00830ta0sifb44005oteruopif72p2vv6bo!nd_dft_wlteh_webp_3,"Chat_GPT,AI人工智能,AI,减肥食谱分享,Ai绘画",1728395303634,https://www.xiaohongshu.com/explore/658fb37000000000130371ea?xsec_token=AB11hEThyL0T4oARM1SOBYSaU6RXLg8VWx2Xttrtx798M=&xsec_source=pc_search,ai-食谱生成
66b81f4a0000000009015d0d,normal,日本那边居然做了个 AI 规划食谱的 app,"本来是查韭菜的保存条件的，USDA 库里没有、小红书上找到的笔记比较杂，于是去拓展了搜索范围，意外在 nichirei 网站上看到了这个 AI 规划食谱的 app。
	
下下来看了下，能用 AI 帮忙做一段时间的食谱规划，综合考虑我选择的饮食目标、营养摄入偏好、家里剩余食材，给出可参考的食谱、购物清单。
	
首次使用时还会引导填过敏食材，也支持指定不喜欢的食材，生成的菜单可打回重新生成。
	
能做到这么专业详细，这个 app 背后的运营方也不简单，ニチレイフーズ 公司（nichirei foods），专门做冷冻食品的，这个业务扩展范围，属实是意外又似乎很合理。
	
应用叫 me:new，国区就有。",,1723342666000,1723342735000,63f4d884000000000f013d73,MrCoffeeTalker,https://sns-avatar-qc.xhscdn.com/avatar/63f4db9ff291fa54a8838245.jpg,169,162,25,108,,"http://sns-webpic-qc.xhscdn.com/202410082148/b0298aa17b8ff7a2ca976ac7e2aa0f82/1040g008316bg1tsfhc005ovkr223qfbjgu7oiao!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410082148/23747b9fdca1b4f0ff4e3d90c01bcc54/1040g008316bg1tsfhc0g5ovkr223qfbjf0cfa38!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410082148/6bff58cd08cee8754d43caf8d34726b9/1040g008316bg1tsfhc105ovkr223qfbjcc29lv8!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410082148/0ce1b09636c7e6bb2fd0922fd5a2c2a6/1040g008316bg1tsfhc1g5ovkr223qfbjts3pr2o!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410082148/f63acbc31e741d92fc623fe53b0f47a4/1040g008316bg1tsfhc205ovkr223qfbjunerudg!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410082148/bcd1b215acfb3a4bd776034cb09d2409/1040g008316bg1tsfhc2g5ovkr223qfbjn7k2d70!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410082148/6c95df7164ebf1be18dffe52d2b08b95/1040g008316bg1tsfhc305ovkr223qfbjmo3keo8!nd_dft_wlteh_webp_3",,1728395303638,https://www.xiaohongshu.com/explore/66b81f4a0000000009015d0d?xsec_token=ABcqAduQNX_6UpkxGHgqhb0fzAnpPgPZZWgcoZVKM3_E0=&xsec_source=pc_search,ai-食谱生成
6436a56a000000001303087e,normal,AI食谱小程序终于成型了,"为了做周备餐，写了一个小程序，通过体重生成每周食谱，控制摄入量，达到减脂或增肌效果
还要再写一下操作手册，一个人做的，精力有限",,1681302890000,1681302891000,5b5c7e7e4eacab25f7faa410,控Kong,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30n7nvrsa5g004a7k72v7t90g7nac4n8,54,38,54,14,,"http://sns-webpic-qc.xhscdn.com/202410082148/4e006cf5870d4e8cb0a074569804c50c/1000g0082b47ntt4gu0004a7k72v7t90g573bfq8!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410082148/a0f00bf69f52186ffcc7d4fd3e07cf1e/1000g0082b47ntt4gu00g4a7k72v7t90g6qcq0pg!nd_dft_wlteh_webp_3",,1728395303662,https://www.xiaohongshu.com/explore/6436a56a000000001303087e?xsec_token=ABfDwK5rcnmgOPi7I8F18YCKgPSihDzY7ZwEnBacHIy9A=&xsec_source=pc_search,ai-食谱生成
64eeec79000000001f004c92,video,感谢Ai定制食谱，我辞掉了我的营养师！,"最近一直在用ai帮我控制每天吃的热量
输入自己的身高体重和腰围颈围它就会测算体脂率
并根据你的要求去制定饮食计划
好方便
#ai[话题]#  #热量[话题]# #健身[话题]# #低卡低脂餐[话题]# #饮食计划[话题]# #健康饮食[话题]# #见人不如健身[话题]##",http://sns-video-bd.xhscdn.com/1040g00g30od0hsg5i80048q3tt8gu0apjh2i98o,1693388220000,1693379706000,580e110f82ec3961e3660159,程以四,https://sns-avatar-qc.xhscdn.com/avatar/61139cd34111a6a9312099dd.jpg,38,36,4,13,,http://sns-webpic-qc.xhscdn.com/202410082148/2b601a4cdf652c5b54937ce5d753f8f2/1040g00830od0hsff2c0048q3tt8gu0ap07p9aco!nd_dft_wlteh_webp_3,"ai,热量,健身,低卡低脂餐,饮食计划,健康饮食,见人不如健身",1728395303685,https://www.xiaohongshu.com/explore/64eeec79000000001f004c92?xsec_token=AB2TEVGRviogPhcac1_uub3vCs6Y7W2ps-FgPko202MSc=&xsec_source=pc_search,ai-食谱生成
64041b0400000000270119c1,video,我和AI一起做饭，新奇好吃，蛮好玩的,"#一人食吃什么[话题]# #ai[话题]# #牛排[话题]# #炸牛排[话题]# #山药[话题]# #山药泥[话题]# #牛排饭[话题]# #牛排酱汁[话题]# #温泉蛋[话题]# #chatgpt[话题]#
这次摆烂了，做菜用什么脑子啊，交给I试试呗
最近CHATGPT等AI很火啊，几乎成为万能的代表，那做菜行不行呢，今天酒把两块牛排扔给它，看看AI能指定出什么盐的菜谱，我为AI打一次工，它怎么说，我怎么做。
是实话，AI在烹饪这一块，我觉得是比不上人类千年的烹饪历史的，毕竟那么剁厨师前赴后继的把灵魂附加在每一道美食上，智能毕竟只是智能，而我们人类拥有的是智慧。
不管怎么样，尝个鲜，看看到底会有什么的结果呢",http://sns-video-bd.xhscdn.com/pre_post/1000g0cg24uoo0rifi00g4a57ldikbii4t54sm5o,1677990660000,1677991181000,5af525454eacab4c796dca44,大麦叔布鲁斯,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo312svu80k5e1g5pf6oqnh9uglv9f49ng,35,27,2,20,,http://sns-webpic-qc.xhscdn.com/202410082148/11d3ec81d467ca8649eb48c06cbac310/1000g00824uq5foqfq0004a57ldikbii44dmnq5g!nd_dft_wlteh_webp_3,"一人食吃什么,ai,牛排,炸牛排,山药,山药泥,牛排饭,牛排酱汁,温泉蛋,chatgpt",1728395303707,https://www.xiaohongshu.com/explore/64041b0400000000270119c1?xsec_token=AB3WUgbA9EhjlVZeJZCiIq9qMnh_G6hy3rP7QSMz0E-_s=&xsec_source=pc_search,ai-食谱生成
64f9dda9000000001f034d33,normal,独立开发者项目推荐：AI + 烹饪,"今天我要向大家推荐一个我在 ProductHunt 上发现的新的人工智能项目，它叫做Taste Bud.🌟
	
这个项目是一个专注于烹饪的垂直类人工智能应用，它允许你通过对话的方式，输入你冰箱里剩下的食材🍅🥦🍗，然后根据这些食材为你推荐适合的菜谱🍽️。
	
目前这个应用的界面是左侧的对话框💬，右侧是菜谱📋。而且每个菜谱都是通过人工智能绘画软件生成的，所以看起来像是用像素风格绘制的图片🖌️。
	
由于这个应用是由海外开发者开发的🌍，所以目前的菜谱都是西餐🥩🍝。
	
但是我认为这个应用的思路非常好👍，独立开发者借鉴到国内的菜谱应用中🇨🇳。
	
比如，你可以选择你的烹饪偏好🍜，比如川菜🌶️、粤菜🦐、鲁菜🥬等等；然后人工智能会根据你的食材和烹饪偏好，为你推荐适合的菜谱📚。
	
#AIGC[话题]#  #AI创业[话题]#  #没想到你是这样的程序员[话题]#  #独立开发者[话题]#  #那些赚钱的副业[话题]#",,1694096809000,1694096810000,63533d12000000001901de5a,卡皮 AI,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo313tf3hcrhm005oqj7k96bniqg141e20,36,65,0,25,,"http://sns-webpic-qc.xhscdn.com/202410082148/f96f5a4b1a04bef24659a58877193751/spectrum/1040g0k030onmf4l0ji005oqj7k96bniqqraac7o!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410082148/1ba57dcf292cfdbaae7a43f92888d8f4/spectrum/1040g0k030onmf4g33c005oqj7k96bniqmiqho2o!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410082148/2962f35d081584620f81edc84996299c/spectrum/1040g0k030onmf4i1ja005oqj7k96bniq1a8fv20!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410082148/d5a89aa7bedbf521f340ca6587f74cdb/spectrum/1040g0k030onmf4jdjg005oqj7k96bniqka7ir9g!nd_dft_wlteh_webp_3","AIGC,AI创业,没想到你是这样的程序员,独立开发者,那些赚钱的副业",1728395303727,https://www.xiaohongshu.com/explore/64f9dda9000000001f034d33?xsec_token=ABcCAOnVKSdaLWDTOS3kB_SCTYHMkKbsBT0WWqIZ8qPgo=&xsec_source=pc_search,ai-食谱生成
646637b600000000130119d9,normal,用AI快速生成减肥食谱,"[偷笑R]角色、背景、任务，这提示词3要素在《高级AI提示词》那篇笔记分享过，
[哇R]这一模板可以运用于各个领域
[萌萌哒R]这篇《减肥食谱》当做运用样本
	
这几天有空我会把用AI工具起号小🍠的例子整理出来，给有起号想法的朋友们提供些思路。
大家有看到有趣的AI号可以评论哈[飞吻R]
	
最近在搜集素材，发现真的玩得很花，脑洞打开了[笑哭R]
	
#AI[话题]# #人工智能[话题]# #ChatGPT[话题]# #减肥食谱分享[话题]# #减肥[话题]#",,1684420534000,1684420534000,620b38c6000000001000e157,AI创业的100天,https://sns-avatar-qc.xhscdn.com/avatar/641acb9f830af0b631fe4087.jpg,30,39,0,7,,"http://sns-webpic-qc.xhscdn.com/202410082148/9e40638702a1c8ef10f4fd6f728b15fa/1000g0082gtse2noii0305ogb73341oanonkj3c8!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410082148/31976792c347931c0646034f55fac8d0/1000g0082gtse2noii03g5ogb73341oand32hasg!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410082148/5879a74937db309056c2058120745fc0/1000g0082gtse2noii0405ogb73341oan583gpm0!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410082148/648877cbfc66aff8d5539d1459d60607/1000g0082gtse2noii04g5ogb73341oan4dmig5g!nd_dft_wlteh_webp_3","AI,人工智能,ChatGPT,减肥食谱分享,减肥",1728395303746,https://www.xiaohongshu.com/explore/646637b600000000130119d9?xsec_token=ABnBvcgpKHGvAeibjzCvHIKQlNmxfxBE0ZjdqHk0PgCkE=&xsec_source=pc_search,ai-食谱生成
64700d69000000000703af9a,video,AI工具一键生成食谱,#AI[话题]#  #ai[话题]#  #chatgpt[话题]#  #食谱[话题]#  #懒人食谱[话题]#,http://sns-video-bd.xhscdn.com/spectrum/1000g0jg2i4ehabqj80005oqegtkmbsbr1m5q8u8,1685095257000,1685065065000,634e8769000000001901f17b,AITF,https://sns-avatar-qc.xhscdn.com/avatar/645036c97dfc78daed5f2698.jpg,21,27,0,5,,http://sns-webpic-qc.xhscdn.com/202410082148/0ffdbbc25dd9ca39b65bd700bbc52be8/110/0/01e4700b7bba36130010000000018855ace606_0.jpg!nd_dft_wlteh_webp_3,"AI,ai,chatgpt,食谱,懒人食谱",1728395303763,https://www.xiaohongshu.com/explore/64700d69000000000703af9a?xsec_token=ABJotlgUWvITgPTqtMpyP4-AGxdyzwmqcPCrwSRwiEq6E=&xsec_source=pc_search,ai-食谱生成
6454c8f70000000014026589,normal,智能AI食谱微信小程序版本更新，新增BMR计,"智能AI食谱微信小程序新版本更新，新增BMR计算和更多实用功能！
	
小红书的吃货们，你们好！
最近，我们的智能AI食谱微信小程序进行了一次重大升级，为大家带来了更多实用功能。除了原有的智能菜谱推荐、健康饮食建议等功能外，我们新增了BMR计算、自行添加食材、重新生成食材克数和可替换相似食材等功能。下面，让我们一一介绍。
[彩虹R]BMR计算
BMR是指基础代谢率，是人体在静息状态下消耗的最低热量。我们新增了BMR计算功能，可以根据用户的身高、体重、年龄、性别等信息，计算出用户的BMR值。有了这个数据，用户可以更准确地制定自己的饮食计划，控制每日的卡路里摄入量，实现健康减重或增重。
[彩虹R]自行添加食材
除了原有的菜谱和食材库外，我们新增了自行添加食材的功能。用户可以根据自己的饮食习惯或特殊需求，添加自己喜欢的食材或饮食计划中需要的食材。这样，在使用智能AI食谱微信小程序时，可以更方便地计算每日卡路里摄入量，做到科学饮食。
[彩虹R]重新生成食材克数
在智能AI食谱微信小程序中，用户可以根据自己的需求生成菜谱，同时根据每道菜的食材配比，计算出每种食材需要的克数。我们新增了重新生成食材克数的功能，当用户想要增加或减少某种食材的摄入量时，可以快速地重新生成食材克数，方便实用。
[彩虹R]可替换相似食材
我们还新增了可替换相似食材的功能。例如，当用户想要做一道菜，但是某种食材已经用完了，或者不喜欢某种食材，可以通过这个功能，快速地找到相似的食材，并计算出需要的克数。这样，在使用智能AI食谱微信小程序时，用户可以更灵活地选择食材，做出自己喜欢的菜肴",,1683278071000,1683280986000,5b5c7e7e4eacab25f7faa410,控Kong,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30n7nvrsa5g004a7k72v7t90g7nac4n8,9,6,2,4,,"http://sns-webpic-qc.xhscdn.com/202410082148/2a789a6b077502356be19396b20bfd0d/1000g0082epv39luha0004a7k72v7t90gcp8jqeo!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410082148/45b2de493e4dfcd911583a51344374a8/1000g0082epv39luha00g4a7k72v7t90gur02am8!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410082148/8ec3959b968df6fa79ffe85601641070/1000g0082epv39luha0104a7k72v7t90gf0m4tro!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410082148/de04cf95d4c8d1e1d9289113991fb849/1000g0082epv39luha01g4a7k72v7t90gu8aeg2g!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410082148/8eef8ced694bb770519a5a686dd3c0fd/1000g0082epv39luha0204a7k72v7t90g642ar0o!nd_dft_wlteh_webp_3",,1728395303779,https://www.xiaohongshu.com/explore/6454c8f70000000014026589?xsec_token=AB5JWP7Ay-pq8PY5x3H1yjT2dD7luZqp7aJ4T8gua_6eo=&xsec_source=pc_search,ai-食谱生成
6464fba90000000027013bea,normal,感谢AI，我的煮饭导师🤓,"真的谢！冰箱里七零八落的菜，终于能变成菜谱了。我这个厨房小白+选择困难症终于可以不用纠结天天做什么了。
把冰箱里剩余的食材输入进去，让AI给我们组合搭配吃点啥👍🏻
#AIGC[话题]# #AI工具[话题]# #每天吃什么[话题]# #厨房小白[话题]# #咚咚超写Ai[话题]#",,1684339625000,1685727675000,5e0dda67000000000100b212,三味治,https://sns-avatar-qc.xhscdn.com/avatar/6093ada99e0bc600013f13e8.jpg,9,7,0,3,,"http://sns-webpic-qc.xhscdn.com/202410082148/187312479ec0f6a28b55e15f3496593a/1000g0082gp7ret0j20605ngdr9jg9cgia0n649g!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410082148/355c6247529d10a98d606a1970de67be/1000g0082gp7ret0j205g5ngdr9jg9cgi9k15rt0!nd_dft_wgth_webp_3,http://sns-webpic-qc.xhscdn.com/202410082148/67594f86a65d4dc413f195be6eab17ba/1000g0082gp7ret0j20505ngdr9jg9cgirodk7oo!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410082148/ed19d37da68ee35d4057680824bccb1a/1000g0082gp7ret0j204g5ngdr9jg9cgipi1t2c0!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410082148/9328e30d83d7938fda6f8d043d061ebf/1000g0082gp7ret0j200g5ngdr9jg9cgidjt4mh0!nd_dft_wgth_webp_3","AIGC,AI工具,每天吃什么,厨房小白,咚咚超写Ai",1728395303794,https://www.xiaohongshu.com/explore/6464fba90000000027013bea?xsec_token=ABpbAPEcLIRTjXYU2dVETps0QRy-eiwYbPxRtrTrsOMfo=&xsec_source=pc_search,ai-食谱生成
