comment_id,create_time,ip_location,note_id,content,user_id,nickname,avatar,sub_comment_count,pictures,parent_comment_id,last_modify_ts,like_count,sentiment
65b8cba1000000000803df3d,1706609569000,,65b5cb22000000002c035732,比亚迪华为自动驾驶领先特斯拉一百倍国产车已经世界第一了特斯拉技术太落后了特斯拉先把刹车弄好吧买车就要买国产车支持国产,5a47a31fe8ac2b51c7219d63,Smart,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30nbk5j7umm004a0itfhhv7b3lvavn9o?imageView2/2/w/120/format/jpg,9,,0,1728815851781,18,positive
65c7037a000000001100904d,1707541370000,,65b5cb22000000002c035732,可能我的是假tesla吧回家必经的大概10公里主路一条直线有几个红绿灯从来没有一次不给我莫名其妙减速从来没有能像个正常的车一样平顺的开完。限速60能识别成30506070。fsd是我觉得花的最冤最冤的钱,6171f769000000000201c9e4,brave_brad,https://sns-avatar-qc.xhscdn.com/avatar/6171f769000000000201c9e4.jpg?imageView2/2/w/120/format/jpg,7,,0,1728815851791,16,negative
65b7d2f4000000000800ac3f,1706545908000,,65b5cb22000000002c035732,我不管先有华为后有天,616ecb590000000002018633,momo,https://sns-avatar-qc.xhscdn.com/avatar/64ab6891a12f528ea89300f0.jpg?imageView2/2/w/120/format/jpg,1,,0,1728815851803,8,negative
65b5d86400000000080333ac,1706416228000,,65b5cb22000000002c035732,感觉fsd快成功了,614f3bc300000000020256cd,Kai-Realty凯业地产,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31750gems3u005oaf7f1gklmd2qpss3g?imageView2/2/w/120/format/jpg,1,,0,1728815851820,5,positive
65db261e0000000003004eea,1708860958000,,65b5cb22000000002c035732,实话讲就这水平来国内电动单车分分钟教它做人,600a51fa000000000101c07e,Cc,https://sns-avatar-qc.xhscdn.com/avatar/6472c982003050791186dfa5.jpg?imageView2/2/w/120/format/jpg,2,,0,1728815851833,1,negative
65d889090000000005039d4d,1708689673000,,65b5cb22000000002c035732,那个黄灯感觉有点危险视频说了如果人开就通过了它判断停下了那很可能被追尾,5ef6be410000000001002162,Karl,https://sns-avatar-qc.xhscdn.com/avatar/62d29f4561b5d8d0ba8ffbdb.jpg?imageView2/2/w/120/format/jpg,2,,0,1728815851845,1,positive
65dd82b4000000000402900f,1709015737000,,65b5cb22000000002c035732,这家咖啡好喝,61dddd200000000010004f93,熊咪咪,https://sns-avatar-qc.xhscdn.com/avatar/64472b5ccf0f84f939f5901e.jpg?imageView2/2/w/120/format/jpg,2,http://sns-webpic-qc.xhscdn.com/202410131837/cbb30aa53ed95d9a329d8c8019ea9ade/comment/1040g2h030vm0edik5o005oetrkg40jsjukan3kg!nd_whgt34_webp_wm_1,0,1728815851857,0,negative
65dcbc000000000004028fba,1708964864000,,65b5cb22000000002c035732,人还是别把命交给电脑,62ce0520000000000200109d,孟小道,https://sns-avatar-qc.xhscdn.com/avatar/62ce0520000000000200109d.jpg?imageView2/2/w/120/format/jpg,1,,0,1728815851896,0,positive
65dc179b000000000402bd9f,1708922779000,,65b5cb22000000002c035732,以为风驰电掣结果一看速度十几二十码咋能别吹了吗？这速度还比不上电瓶车我要你何用。,55a6b4a741a2b360002ecc85,顺李成樟,https://sns-avatar-qc.xhscdn.com/avatar/6321e5c6f86b71194500d600.jpg?imageView2/2/w/120/format/jpg,1,,0,1728815851909,0,negative
65b5db3d00000000080148e2,1706416957000,,65b5cb22000000002c035732,比我想象的要好！,5d063afb000000001100ae8f,小红薯5D0729D8,https://sns-avatar-qc.xhscdn.com/avatar/c94b2589011be6d87bfbbbf21db9e2a0.jpg?imageView2/2/w/120/format/jpg,0,,0,1728815851923,2,positive
65bbd6710000000008015644,1706808945000,,65b5cb22000000002c035732,国产杂牌割的就是你这样的韭菜,5f3b47af0000000001003861,斯图加特橙子,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30t6la88042005npr8ung8e31ees50h0?imageView2/2/w/120/format/jpg,0,,65b8cba1000000000803df3d,1728815852134,110,negative
65c2f7b200000000080317d3,1707276210000,,65b5cb22000000002c035732,fsd啥时候能用啊急死了隔壁全国都能开了,62d04387000000000303f2fa,没有春泥,https://sns-avatar-qc.xhscdn.com/avatar/c94b2589011be6d87bfbbbf21db9e2a0.jpg?imageView2/2/w/120/format/jpg,0,,65bbd6710000000008015644,1728815852610,3,negative
65cff8980000000007013724,1708128408000,,65b5cb22000000002c035732,一眼反串,62bc7b5d000000001b02b9bf,柳染,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo317ni0bgi4a005olsfdemtedvg7rfq2o?imageView2/2/w/120/format/jpg,0,,65b8cba1000000000803df3d,1728815852623,8,negative
65d62c3f0000000009016582,1708534847000,,65b5cb22000000002c035732,友军？,5e5ea65d0000000001004f9f,Ghost,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo315td90g02o005niukpeg8jsv4q4efog?imageView2/2/w/120/format/jpg,0,,65b8cba1000000000803df3d,1728815852648,1,negative
65d8902f00000000050390ae,1708691503000,,65b5cb22000000002c035732,没有马斯克开源就没有国产新能源车,64a8b639000000001c0289dc,OSLO,https://sns-avatar-qc.xhscdn.com/avatar/1000g2jo2q2riel4ju0005p58mosn52es87rtiuo?imageView2/2/w/120/format/jpg,0,,65b8cba1000000000803df3d,1728815852666,2,negative
65dbf847000000000503b452,1708914759000,,65b5cb22000000002c035732,差点误伤友军,5c01f1aff7e8b97bba7c4f41,Robin,https://sns-avatar-qc.xhscdn.com/avatar/62ef6d81e6c82613e1d2bb8b.jpg?imageView2/2/w/120/format/jpg,0,,65b8cba1000000000803df3d,1728815852679,1,negative
65dbfb0c000000000d00e61b,1708915468000,,65b5cb22000000002c035732,牛逼,5f1fc894000000000101c91b,懒洋洋的兵哥,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30ude0nti56005novp2a0bi8r61inmog?imageView2/2/w/120/format/jpg,0,,65b8cba1000000000803df3d,1728815853347,0,positive
65dcc67d000000000200fad0,1708967549000,,65b5cb22000000002c035732,打人不打脸,574b00ab7fc5b82b0ef30eb3,3.0,https://sns-avatar-qc.xhscdn.com/avatar/574b00ab7fc5b82b0ef30eb3.jpg?imageView2/2/w/120/format/jpg,0,,65d8902f00000000050390ae,1728815853361,0,negative
65dd9323000000000402bd3b,1709019939000,,65b5cb22000000002c035732,哈哈哈哈哈哈哈哈哈哈我只想笑,5a99c66a4eacab1301657f71,Catherine_cicicici,https://sns-avatar-qc.xhscdn.com/avatar/6465925e75365d33fd89500b.jpg?imageView2/2/w/120/format/jpg,0,,65b8cba1000000000803df3d,1728815853376,0,positive
65cf83ed0000000007012689,1708098541000,,65b5cb22000000002c035732,等法规完善再玩这个吧,6090c73a000000000100bdc6,左佐,https://sns-avatar-qc.xhscdn.com/avatar/6090c73a000000000100bdc6.jpg?imageView2/2/w/120/format/jpg,0,,65c7037a000000001100904d,1728815853587,6,positive
65d8c83f0000000005039a62,1708705855000,,65b5cb22000000002c035732,视频这个有道路信息的国内如果信息没有详细录入确实是不太靠谱的。而且现在中美好像最多都是l3合法l5还是别想了,61f3b58e000000001000b655,惊澜子,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo3114u8i7o6o605ofjmm741dil5hsu9q0?imageView2/2/w/120/format/jpg,0,,65c7037a000000001100904d,1728815854049,1,positive
65db9bfa000000000503bb4b,1708891130000,,65b5cb22000000002c035732,是最新版吗,5f93dafe000000000101d1a3,kt的两小只,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo318i5a8pugs005nsjrbv0bkd32c5fof0?imageView2/2/w/120/format/jpg,0,,65c7037a000000001100904d,1728815854061,2,negative
65dc054f000000000c024234,1708918095000,,65b5cb22000000002c035732,加拿大没全开图吧,617f98ee0000000002020254,大魔导士比比,https://sns-avatar-qc.xhscdn.com/avatar/6181b6e5cd943d12a46ebc87.jpg?imageView2/2/w/120/format/jpg,0,,65c7037a000000001100904d,1728815854077,0,negative
65dcbd3e000000000d00f73a,1708965182000,,65b5cb22000000002c035732,2022年5月提的不是最新款,6171f769000000000201c9e4,brave_brad,https://sns-avatar-qc.xhscdn.com/avatar/6171f769000000000201c9e4.jpg?imageView2/2/w/120/format/jpg,0,,65db9bfa000000000503bb4b,1728815854089,0,negative
65dcbd46000000000200c8d9,1708965191000,,65b5cb22000000002c035732,不知道呀,6171f769000000000201c9e4,brave_brad,https://sns-avatar-qc.xhscdn.com/avatar/6171f769000000000201c9e4.jpg?imageView2/2/w/120/format/jpg,0,,65dc054f000000000c024234,1728815854103,0,negative
65dce838000000000d00d834,1708976184000,,65b5cb22000000002c035732,看你的是不是v12軟件號開頭的,5e1a97bd0000000001001b69,轮胎外遇了轮毂,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30rbjeihbhc005ngqiuug86r998mn29g?imageView2/2/w/120/format/jpg,0,,65c7037a000000001100904d,1728815854741,1,negative
